epoch,step,train_loss
0,49,0.058234937489032745
0,99,0.05516169220209122
0,149,0.03497583419084549
0,199,0.040285829454660416
0,249,0.03790200501680374
0,299,0.0486774817109108
0,349,0.06856513023376465
0,399,0.03184405341744423
0,449,0.05514790862798691
0,499,0.042178113013505936
0,549,0.059380292892456055
